id,device_id,manufacturer,event_type,longitude,latitude,iot_signal_1,iot_signal_3,iot_signal_4,cell_tower_failure
206,0x100000000001c,MyCellular,system malfunction,-83.30132,51.814224,10,54,106,0
207,0x1000000000019,MyCellular,system malfunction,-83.62874,51.796227,1,51,107,0
208,0x1000000000018,NewComm,battery 10%,-83.56728,51.761173,2,54,105,0
209,0x1000000000012,NewComm,system malfunction,-83.6134,52.225594,7,51,101,0
210,0x1000000000010,MyCellular,battery 10%,-83.57071,51.72367,5,53,104,0
211,0x1000000000027,NewComm,device error,-83.41433,51.65518,3,51,103,0
212,0x100000000001b,NewComm,battery 10%,-83.249176,51.5991,9,51,105,0
213,0x1000000000017,TelecomWorld,device error,-83.345055,51.786335,2,51,102,0
214,0x1000000000023,TelecomWorld,system malfunction,-83.527405,52.14039,6,50,101,0
215,0x1000000000006,NewComm,device error,-83.612,52.315113,7,51,106,0
216,0x1000000000024,NewComm,device error,-83.30214,51.872826,4,55,105,1
217,0x100000000000e,TelecomWorld,device error,-83.46087,51.833397,8,55,105,0
218,0x100000000000d,MyCellular,battery 5%,-83.51184,52.143723,1,51,106,0
219,0x1000000000022,MyCellular,device error,-83.405334,51.619625,1,55,106,1
220,0x1000000000013,MyCellular,device error,-83.54559,52.350792,1,53,107,0
221,0x1000000000008,TelecomWorld,device error,-82.90776,51.93812,2,51,102,0
222,0x1000000000002,TelecomWorld,system malfunction,-82.924194,51.819805,7,55,106,1
223,0x1000000000004,MyCellular,device error,-83.56231,51.6203,4,55,101,0
224,0x1000000000008,TelecomWorld,device error,-83.330574,51.679733,6,54,101,0
225,0x1000000000012,NewComm,device error,-83.62718,51.833447,5,53,107,0
226,0x1000000000016,MyCellular,battery 5%,-83.02914,51.641994,2,54,101,0
227,0x1000000000001,MyCellular,system malfunction,-83.57859,51.758896,9,54,102,0
228,0x100000000000f,NewComm,device error,-83.32369,51.781475,8,55,107,0
229,0x1000000000014,TelecomWorld,system malfunction,-83.333206,52.101013,5,51,102,0
230,0x1000000000014,TelecomWorld,battery 10%,-83.479965,51.63615,9,51,105,0
231,0x1000000000012,NewComm,device error,-83.538704,51.724625,3,52,101,0
232,0x1000000000020,TelecomWorld,battery 5%,-83.627106,51.687344,3,55,103,0
233,0x1000000000013,MyCellular,device error,-83.3908,51.753178,5,54,104,0
234,0x100000000000d,MyCellular,battery 5%,-83.44659,52.264446,3,53,103,0
235,0x100000000001a,TelecomWorld,battery 5%,-83.493935,52.017986,5,53,106,0
236,0x1000000000013,MyCellular,battery 5%,-82.76215,51.82731,2,52,100,0
237,0x1000000000008,TelecomWorld,device error,-83.54924,51.726273,8,55,105,0
238,0x1000000000027,NewComm,battery 5%,-83.301094,52.113365,4,53,106,1
239,0x100000000000d,MyCellular,system malfunction,-83.40957,52.00827,2,54,103,0
240,0x100000000001d,TelecomWorld,system malfunction,-83.2817,51.620167,3,53,105,0
241,0x1000000000008,TelecomWorld,device error,-83.60825,52.16259,2,55,102,0
242,0x1000000000016,MyCellular,device error,-83.61361,51.764404,6,52,101,0
243,0x1000000000003,NewComm,battery 5%,-83.54558,52.13243,7,51,104,0
244,0x100000000000b,TelecomWorld,battery 5%,-82.894905,52.183147,5,54,101,0
245,0x100000000000f,NewComm,device error,-83.39163,52.158752,2,52,101,0
246,0x1000000000015,NewComm,battery 5%,-83.19892,51.941032,4,52,101,0
247,0x100000000000a,MyCellular,battery 5%,-83.435005,51.834675,3,53,100,0
248,0x1000000000018,NewComm,battery 10%,-83.3478,51.82942,8,54,103,0
249,0x1000000000013,MyCellular,battery 5%,-83.16614,51.73735,7,53,101,0
250,0x100000000001f,MyCellular,device error,-83.45074,51.74081,4,51,106,0
251,0x1000000000019,MyCellular,battery 5%,-82.873764,51.699726,5,50,103,0
252,0x1000000000024,NewComm,battery 5%,-83.55639,51.82178,6,53,103,0
253,0x1000000000013,MyCellular,battery 5%,-83.51174,52.267735,9,53,104,0
254,0x1000000000009,NewComm,battery 10%,-83.06331,51.619446,4,50,104,0
255,0x1000000000007,MyCellular,device error,-83.54998,51.657898,8,53,105,0
256,0x1000000000009,NewComm,battery 10%,-83.40921,52.182793,5,54,102,0
257,0x1000000000018,NewComm,system malfunction,-83.61741,51.63408,7,54,104,0
258,0x1000000000007,MyCellular,device error,-82.89673,51.953876,3,52,107,0
259,0x1000000000019,MyCellular,device error,-83.6294,51.878883,6,54,104,1
260,0x1000000000004,MyCellular,battery 5%,-83.367096,52.340084,5,55,105,1
261,0x1000000000021,NewComm,system malfunction,-83.3955,52.010563,8,52,106,0
262,0x1000000000010,MyCellular,system malfunction,-83.51595,52.021584,8,54,102,0
263,0x100000000001d,TelecomWorld,battery 5%,-83.544044,51.6449,5,50,100,0
264,0x1000000000013,MyCellular,device error,-83.6231,51.657146,6,52,106,0
265,0x1000000000009,NewComm,device error,-83.48554,51.938496,3,55,105,0
266,0x1000000000008,TelecomWorld,device error,-83.57666,51.92046,6,54,104,0
267,0x1000000000020,TelecomWorld,battery 5%,-83.530754,51.750538,9,51,103,1
268,0x1000000000001,MyCellular,battery 5%,-83.46103,51.728962,4,51,101,0
269,0x1000000000008,TelecomWorld,battery 5%,-83.61724,51.75849,10,54,102,0
270,0x1000000000002,TelecomWorld,battery 5%,-82.95981,51.92057,6,51,104,0
271,0x1000000000008,TelecomWorld,battery 5%,-83.268875,51.64209,2,54,101,0
272,0x1000000000017,TelecomWorld,battery 5%,-83.408875,51.59557,8,54,104,1
273,0x1000000000025,MyCellular,device error,-83.49824,52.168285,3,54,104,1
274,0x100000000000f,NewComm,system malfunction,-83.39979,51.648373,6,54,106,0
275,0x1000000000015,NewComm,device error,-83.52542,51.93988,3,51,103,0
276,0x1000000000014,TelecomWorld,system malfunction,-83.60758,51.67042,9,54,100,0
277,0x1000000000005,TelecomWorld,battery 10%,-83.53278,51.871098,7,54,104,0
278,0x1000000000003,NewComm,battery 10%,-83.621056,51.736897,8,51,106,0
279,0x100000000000e,TelecomWorld,battery 5%,-83.51926,52.02111,9,53,106,0
280,0x1000000000023,TelecomWorld,device error,-83.57411,51.612923,5,50,101,0
281,0x100000000001f,MyCellular,battery 10%,-83.38907,52.388805,8,51,101,0
282,0x100000000001a,TelecomWorld,battery 10%,-83.59696,51.97218,8,51,107,0
283,0x100000000001a,TelecomWorld,system malfunction,-83.49254,51.731987,8,53,104,0
284,0x100000000000e,TelecomWorld,battery 5%,-83.08878,52.13363,9,52,100,0
285,0x100000000001a,TelecomWorld,device error,-83.59105,51.7379,6,53,104,1
286,0x1000000000024,NewComm,battery 10%,-83.37739,51.928696,3,53,107,0
287,0x1000000000005,TelecomWorld,battery 5%,-83.27682,52.214153,7,54,100,0
288,0x1000000000021,NewComm,battery 5%,-83.44879,51.648113,4,55,100,0
289,0x100000000001f,MyCellular,device error,-83.629135,52.330048,10,51,106,0
290,0x1000000000001,MyCellular,device error,-83.51549,51.62138,6,51,106,1
291,0x100000000000c,NewComm,battery 5%,-83.60538,52.025803,6,55,102,0
292,0x100000000001d,TelecomWorld,battery 10%,-83.34549,51.826736,3,52,101,0
293,0x1000000000002,TelecomWorld,device error,-83.291275,51.94972,10,54,105,0
294,0x100000000000c,NewComm,battery 10%,-83.26127,51.61699,8,51,101,0
295,0x1000000000020,TelecomWorld,battery 5%,-83.47656,51.619545,6,50,103,0
296,0x1000000000004,MyCellular,device error,-83.13294,52.18408,5,53,102,0
297,0x100000000000b,TelecomWorld,battery 10%,-83.45545,52.003704,3,54,105,0
298,0x100000000001e,NewComm,system malfunction,-83.55508,51.947296,3,51,105,0
299,0x1000000000007,MyCellular,battery 10%,-83.3626,51.82711,7,55,104,1
300,0x1000000000010,MyCellular,battery 5%,-82.85291,51.75312,6,52,104,0
301,0x1000000000004,MyCellular,device error,-83.55357,52.058647,6,52,104,0
302,0x1000000000019,MyCellular,battery 5%,-83.295784,51.81911,6,52,104,0
303,0x1000000000014,TelecomWorld,device error,-83.080124,52.16144,9,52,100,0
304,0x100000000001a,TelecomWorld,battery 10%,-83.0394,51.909946,3,53,103,0
305,0x1000000000018,NewComm,system malfunction,-83.3627,51.604435,2,54,102,0
306,0x1000000000007,MyCellular,battery 5%,-82.78516,52.13122,6,53,106,0
307,0x100000000001a,TelecomWorld,system malfunction,-83.51765,51.66758,2,54,100,0
308,0x1000000000015,NewComm,system malfunction,-83.605576,51.663292,4,51,105,0
309,0x100000000000e,TelecomWorld,system malfunction,-83.40596,51.805344,9,54,104,0
310,0x1000000000003,NewComm,device error,-83.461586,52.143585,4,54,103,0
311,0x1000000000017,TelecomWorld,battery 10%,-83.58023,51.620743,1,52,101,0
312,0x100000000000a,MyCellular,battery 5%,-83.50897,52.13017,4,50,103,0
313,0x1000000000003,NewComm,battery 5%,-83.58932,51.61068,7,53,101,0
314,0x100000000001b,NewComm,device error,-82.87092,51.969006,9,51,101,0
315,0x1000000000004,MyCellular,device error,-83.62297,52.2263,3,54,101,0
316,0x1000000000009,NewComm,battery 10%,-83.25621,51.69005,4,54,102,0
317,0x1000000000020,TelecomWorld,battery 5%,-83.55995,51.966656,1,54,102,0
318,0x100000000000b,TelecomWorld,device error,-83.59019,51.72952,8,54,101,0
319,0x100000000001d,TelecomWorld,device error,-83.06044,51.61035,3,51,106,0
320,0x1000000000007,MyCellular,battery 5%,-83.391266,52.042027,7,53,100,0
321,0x1000000000006,NewComm,device error,-83.4569,51.660896,6,53,103,0
322,0x1000000000023,TelecomWorld,battery 5%,-83.52502,52.197906,4,55,107,0
323,0x1000000000012,NewComm,system malfunction,-83.25464,51.684658,4,55,104,0
324,0x1000000000009,NewComm,system malfunction,-83.57218,51.6759,3,52,106,0
325,0x1000000000010,MyCellular,battery 5%,-83.59549,51.75881,5,54,101,0
326,0x100000000001e,NewComm,battery 5%,-83.45288,51.77154,10,53,103,0
327,0x1000000000006,NewComm,device error,-83.62645,52.316605,8,53,107,0
328,0x1000000000020,TelecomWorld,battery 10%,-82.88638,51.929085,2,55,104,0
329,0x100000000000f,NewComm,battery 5%,-83.61241,51.730583,2,55,107,0
330,0x1000000000009,NewComm,system malfunction,-83.53309,51.82357,8,53,100,0
331,0x1000000000027,NewComm,battery 5%,-83.10247,51.620186,2,52,102,0
332,0x1000000000003,NewComm,system malfunction,-83.426414,51.958958,1,53,105,0
333,0x100000000000d,MyCellular,battery 5%,-83.436554,51.71182,3,55,104,0
334,0x1000000000024,NewComm,device error,-83.498314,51.671616,5,54,106,1
335,0x1000000000002,TelecomWorld,battery 10%,-83.62537,52.16363,5,51,106,0
336,0x100000000001f,MyCellular,device error,-83.122925,51.675957,9,51,104,0
337,0x1000000000017,TelecomWorld,system malfunction,-83.61297,51.742393,9,50,102,0
338,0x100000000000a,MyCellular,battery 5%,-83.53365,51.760864,5,54,100,0
339,0x100000000000d,MyCellular,battery 10%,-82.82074,51.77733,6,55,102,0
340,0x1000000000026,TelecomWorld,device error,-83.38321,51.64697,5,55,105,1
341,0x100000000000d,MyCellular,battery 5%,-83.29651,52.14027,3,54,102,0
342,0x1000000000005,TelecomWorld,battery 10%,-83.552345,51.697113,6,54,103,0
343,0x1000000000015,NewComm,device error,-83.15653,51.59677,8,52,101,0
